Ward,Year,Service Request Type,Count
Beaches-East York (19),2022,FEL Non-Res Organic Cart / Not Picked Up,1
Beaches-East York (19),2022,FEL Non-Res Recycle Cart / Not Picked Up,5
Beaches-East York (19),2022,FEL Non-Res Recycle FEL / Not Picked Up,7
Beaches-East York (19),2022,Fence,39
Beaches-East York (19),2022,Fence - Damaged,5
Beaches-East York (19),2022,Fireworks,9
Beaches-East York (19),2022,Flashing Beacon Maintenance,3
Beaches-East York (19),2022,Garbage / Park / Bin Graffiti on Bin,3
Beaches-East York (19),2022,Garbage / Park / Bin Installation,3
Beaches-East York (19),2022,Garbage / Park / Bin Missing,2
Beaches-East York (19),2022,Garbage / Park / Bin Overflow,14
Beaches-East York (19),2022,Garbage / Park / Bin Removal / Relocate,1
Beaches-East York (19),2022,General Parking Regulations,10
Beaches-East York (19),2022,General Pruning,412
Beaches-East York (19),2022,General Tree Maintenance,78
Beaches-East York (19),2022,Graffiti,62
Beaches-East York (19),2022,Guardrail - Damaged,6
Beaches-East York (19),2022,Heavy Trucks,1
Beaches-East York (19),2022,Hydrant-After Usage Test,4
Beaches-East York (19),2022,Hydrant-Damage,19
Beaches-East York (19),2022,Hydrant-Leaking,13
Beaches-East York (19),2022,Hydro - Brush Pick-up,1
Beaches-East York (19),2022,IPM Inspection,3
Beaches-East York (19),2022,Ice and Snow Complaint,153
Beaches-East York (19),2022,Illegal Dumping,26
Beaches-East York (19),2022,Illegal Dumping in Park,7
Beaches-East York (19),2022,Illegal Dumping on Road,23
Beaches-East York (19),2022,Illegal Dumping on Roadside,38
Beaches-East York (19),2022,Illegal Off-Street Parking,58
Beaches-East York (19),2022,Illegal On-Street Parking,24
Beaches-East York (19),2022,Injured - Domestic,65
Beaches-East York (19),2022,Injured - Wildlife,1662
Beaches-East York (19),2022,Intersection Safety Review,18
Beaches-East York (19),2022,Investigate - Animal Care,37
Beaches-East York (19),2022,Investigate - Animal Extreme Condition,6
Beaches-East York (19),2022,Investigate - Animal to Animal Bite,27
Beaches-East York (19),2022,Investigate - Animal to Human Bite,29
Beaches-East York (19),2022,Investigate - Attack to Animal,14
Beaches-East York (19),2022,Investigate - Attack to Human,15
Beaches-East York (19),2022,Investigate - Dog Excrement,12
Beaches-East York (19),2022,Investigate - Dog Frequently At Large,8
Beaches-East York (19),2022,Investigate - Licence,1
Beaches-East York (19),2022,Investigate - Menace,32
Beaches-East York (19),2022,Investigate - Muzzle,1
Beaches-East York (19),2022,Investigate - No Leash,17
Beaches-East York (19),2022,Investigate - Noise,112
Beaches-East York (19),2022,Investigate - Nuisance Cat,7
Beaches-East York (19),2022,Investigate - Pigeons,3
Beaches-East York (19),2022,Investigate - Pit Bull,3
Beaches-East York (19),2022,Investigate - Prohibited Animal,9
Beaches-East York (19),2022,Investigate - Shelter,10
Beaches-East York (19),2022,Investigate - Too Many,8
Beaches-East York (19),2022,Investigate - Unsanitary Conditions,15
Beaches-East York (19),2022,Investigate Pavement Markings,13
Beaches-East York (19),2022,Investigate Regulatory Signs,69
Beaches-East York (19),2022,Investigate Temporary Condition Markings,3
Beaches-East York (19),2022,Investigate Temporary Condition Signs,11
Beaches-East York (19),2022,Investigate Vehicles Leaving Roadway,4
Beaches-East York (19),2022,Investigate Warning Signs,18
Beaches-East York (19),2022,Lane Designation,2
Beaches-East York (19),2022,Laneway - Salting / Sanding / Salt,12
Beaches-East York (19),2022,Laneway - Surface Damage,29
Beaches-East York (19),2022,Left/Right Turn Signal Priority Features,9
Beaches-East York (19),2022,Litter / Bike Removal Inquiry,20
Beaches-East York (19),2022,Litter / Bin / Overflow or Not Picked Up,84
Beaches-East York (19),2022,Litter / Bin / Reinstall|| Replace Missing,1
Beaches-East York (19),2022,Litter / Illegal Dumping Cleanup,196
Beaches-East York (19),2022,Litter / Laneway / Clean Up,46
Beaches-East York (19),2022,Litter / Sidewalk & Blvd / Pick Up Request,65
Beaches-East York (19),2022,Litter/Needle Cleanup,26
Beaches-East York (19),2022,Loading and Unloading Noise,13
Beaches-East York (19),2022,Long Grass and Weeds,182
Beaches-East York (19),2022,Maintenance Hole - Overflowing,9
Beaches-East York (19),2022,Maintenance Hole-Damage,8
Beaches-East York (19),2022,Maintenance Hole-Missing Cover,5
Beaches-East York (19),2022,Maintenance Holes -Damage / Repair,20
Beaches-East York (19),2022,Maintenance Holes Lid Loose/Missing,19
Beaches-East York (19),2022,Missed Leaf Collection,3
Beaches-East York (19),2022,Missing/Damaged Flexible Bollards,12
Beaches-East York (19),2022,Missing/Damaged Signs,222
Beaches-East York (19),2022,Missing/Damaged Watch Your Speed Boards,5
Beaches-East York (19),2022,Missing/Faded Pavement Markings,40
Beaches-East York (19),2022,Motor Vehicle Noise,26
Beaches-East York (19),2022,Multi-Res / Furniture Pile / Not Picked Up,7
Beaches-East York (19),2022,Multi-Res / Garbage Cart / Not Picked Up,43
Beaches-East York (19),2022,Multi-Res / Garbage Cont. / Missing Damaged,7
Beaches-East York (19),2022,Multi-Res / Garbage Front-End / Not Picked Up,74
Beaches-East York (19),2022,Multi-Res / Garbage Pile / Not Picked Up,2
Beaches-East York (19),2022,Multi-Res / Nite Furniture Pile / Not Picked Up,1
Beaches-East York (19),2022,Multi-Res / Nite Garbage Pile / Not Picked Up,2
Beaches-East York (19),2022,Multi-Res / Nite Garbage Rear-Bin / Not Picked Up,2
Beaches-East York (19),2022,Multi-Res / Nite XMAS Tree / Not Picked Up,1
Beaches-East York (19),2022,Multi-Res / Organic Bin / Not Picked Up,25
Beaches-East York (19),2022,Multi-Res / Organic FEL / Not Picked Up,7
Beaches-East York (19),2022,Multi-Res / Recycle Cart / Not Picked Up,12
Beaches-East York (19),2022,Multi-Res / Recycle Cont. / Missing Damaged,1
Beaches-East York (19),2022,Multi-Res / Recycle Front-End / Not Picked Up,18
Beaches-East York (19),2022,Multi-Res / XMAS Tree / Not Picked Up,1
Beaches-East York (19),2022,Multi-Res / XMAS Tree / Pick Up,6
Beaches-East York (19),2022,Multi-Res / Yard Waste / Not Picked Up,1
Beaches-East York (19),2022,Multiple SRs/Collections Curb Day,5
Beaches-East York (19),2022,Multiple SRs/Collections FEL,1
Beaches-East York (19),2022,New Pedestrian Crossover,2
Beaches-East York (19),2022,New Traffic Control Signal Request,5
Beaches-East York (19),2022,Non-Res Cardboard Nite / Not Picked Up,4
Beaches-East York (19),2022,Non-Res Furniture / Not Picked Up,1
Beaches-East York (19),2022,Non-Res Garbage Bag / Not Picked Up,2
Beaches-East York (19),2022,Non-Res Garbage Bag Nite / Not Picked Up,7
Beaches-East York (19),2022,Non-Res Garbage Bin / Not Picked Up,9
Beaches-East York (19),2022,Non-Res Garbage Bin Nite / Not Picked Up,10
Beaches-East York (19),2022,Non-Res Organic Bin / Not Picked Up,7
Beaches-East York (19),2022,Non-Res Organic Bin Nite / Not Picked Up,25
Beaches-East York (19),2022,Non-Res Recycle Bin / Not Picked Up,7
Beaches-East York (19),2022,Non-Res Recycle Bin Nite / Not Picked Up,17
Beaches-East York (19),2022,Non-Res XMAS Tree / Not Picked Up,1
Beaches-East York (19),2022,Non-Res Yard Waste / Not Picked Up,3
Beaches-East York (19),2022,Non-Res Yard Waste Nite / Not Picked Up,1
Beaches-East York (19),2022,Operator / Operations Compliment,23
Beaches-East York (19),2022,PXO Maintenance,31
Beaches-East York (19),2022,Park Use,51
Beaches-East York (19),2022,Parking in a Public Lane,2
Beaches-East York (19),2022,Parks Ravine Safety Mtc FNEM,6
Beaches-East York (19),2022,Pedestrian Crossing Protection,1
Beaches-East York (19),2022,Pedestrian Issues/Timing/Delays,10
Beaches-East York (19),2022,Pit Cover/Paver Maintenance,4
Beaches-East York (19),2022,Planting 11 Plus Trees FNEM,5
Beaches-East York (19),2022,Pollution Spill Response,16
Beaches-East York (19),2022,Postering City Property/Structures,7
Beaches-East York (19),2022,Power Device Noise,7
Beaches-East York (19),2022,Private Transportation Company Complaint,17
Beaches-East York (19),2022,Prohibited Acts/Pollicking,4
Beaches-East York (19),2022,Prohibited Waste,4
Beaches-East York (19),2022,Property Damaged/Collections Curb Day,11
Beaches-East York (19),2022,Property Damaged/Collections FEL,1
Beaches-East York (19),2022,Property Damaged/Collections Nights,1
Beaches-East York (19),2022,Property Damaged/Litter Operations,1
Beaches-East York (19),2022,Property Standards,865
Beaches-East York (19),2022,Public Spaces Complaint,15
Beaches-East York (19),2022,Publication Request - Solid Waste,245
Beaches-East York (19),2022,RESCU Maintenance,14
Beaches-East York (19),2022,Recycle / Park / Bin Overflow,1
Beaches-East York (19),2022,Registration - Toronto Water,121
Beaches-East York (19),2022,Res / Above Comm / Organic Green Bin / Not Picked Up,1
Beaches-East York (19),2022,Res / Garbage / Multiple Addresses Not Picked Up,65
Beaches-East York (19),2022,Res / Garbage / Not Picked Up,704
Beaches-East York (19),2022,Res / Garbage Front&Side / Not Picked Up,6
Beaches-East York (19),2022,Res / Nite Garbage / Not Picked Up,10
Beaches-East York (19),2022,Res / Nite Org&Garbage Multiple Addresses / Not Picked Up,1
Beaches-East York (19),2022,Res / Nite Organic / Not Picked Up,2
Beaches-East York (19),2022,Res / Nite Recycle / Not Picked Up,7
Beaches-East York (19),2022,Res / Org&Garbage Front&Side / Not Picked Up,2
Beaches-East York (19),2022,Res / Org&Garbage Multiple Addresses / Not Picked Up,12
Beaches-East York (19),2022,Res / Org&Recycle Front&Side / Not Picked Up,2
Beaches-East York (19),2022,Res / Org&Recycle Multiple Addresses / Not Picked Up,7
Beaches-East York (19),2022,Res / Organic Bin / Additional,61
Beaches-East York (19),2022,Res / Organic Bin / New Account,57
Beaches-East York (19),2022,Res / Organic Bin / Replace Missing,239
Beaches-East York (19),2022,Res / Organic Front&Side / Not Picked Up,7
Beaches-East York (19),2022,Res / Organic Green Bin / Multiple Addresses / Not Picked Up,127
Beaches-East York (19),2022,Res / Organic Green Bin / Not Picked Up,430
Beaches-East York (19),2022,Res / Organic&Garbage / Not Picked Up,33
Beaches-East York (19),2022,Res / Organic&Recycle / Not Picked Up,24
Beaches-East York (19),2022,Res / Recycle / Multiple Addresses / Not Picked Up,48
Beaches-East York (19),2022,Res / Recycle / Not Picked Up,508
Beaches-East York (19),2022,Res / Recycle Front&Side / Not Picked Up,11
Beaches-East York (19),2022,Res / Yard Waste Multiple Addresses / Not Picked Up,107
Beaches-East York (19),2022,Res Above Comm / Nite Garbage / Not Picked Up,15
Beaches-East York (19),2022,Res Above Comm / Nite Recycle / Not Picked Up,8
Beaches-East York (19),2022,Res Above Comm / Nite Yard Waste / Not Picked Up,1
Beaches-East York (19),2022,Reserved Lane,1
Beaches-East York (19),2022,Residential / Nite Furniture / Not Picked Up,7
Beaches-East York (19),2022,Residential / Nite Yard Waste / Not Picked Up,1
Beaches-East York (19),2022,Residential / XMAS Tree / Not Picked Up,188
Beaches-East York (19),2022,Residential / Yard Waste / Not Picked Up,249
Beaches-East York (19),2022,Residential Furniture / Not Picked Up,464
Beaches-East York (19),2022,Residential: Bin: Repair or Replace Body/Handle,518
Beaches-East York (19),2022,Residential: Bin: Repair or Replace Lid,680
Beaches-East York (19),2022,Residential: Bin: Repair or Replace Metal Bar,74
Beaches-East York (19),2022,Residential: Bin: Repair or Replace Wheel,66
Beaches-East York (19),2022,Residential: Bin: Wrong Delivery,77
Beaches-East York (19),2022,Residential: Garbage Bin: Additional Extra Large,16
Beaches-East York (19),2022,Residential: Garbage Bin: Additional Large,16
Beaches-East York (19),2022,Residential: Garbage Bin: Additional Medium,5
Beaches-East York (19),2022,Residential: Garbage Bin: Additional Small,8
Beaches-East York (19),2022,Residential: Garbage Bin: Exchange to Extra Large,102
Beaches-East York (19),2022,Residential: Garbage Bin: Exchange to Large,242
Beaches-East York (19),2022,Residential: Garbage Bin: Exchange to Medium,258
Beaches-East York (19),2022,Residential: Garbage Bin: Exchange to Small,87
Beaches-East York (19),2022,Residential: Garbage Bin: Missing,266
Beaches-East York (19),2022,Residential: Garbage Bin: New Account Extra Large,5
Beaches-East York (19),2022,Residential: Garbage Bin: New Account Large,17
Beaches-East York (19),2022,Residential: Garbage Bin: New Account Medium,23
Beaches-East York (19),2022,Residential: Garbage Bin: New Account Small,9
Beaches-East York (19),2022,Residential: Recycle Bin: Additional Extra Large,53
Beaches-East York (19),2022,Residential: Recycle Bin: Additional Large,19
Beaches-East York (19),2022,Residential: Recycle Bin: Additional Medium,11
Beaches-East York (19),2022,Residential: Recycle Bin: Additional Small,4
Beaches-East York (19),2022,Residential: Recycle Bin: Exchange to Large,97
Beaches-East York (19),2022,Residential: Recycle Bin: Exchange to Medium,74
Beaches-East York (19),2022,Residential: Recycle Bin: Exchange to Small,23
Beaches-East York (19),2022,Residential: Recycle Bin: Missing,297
Beaches-East York (19),2022,Residential: Recycle Bin: New Account Extra Large,27
Beaches-East York (19),2022,Residential: Recycle Bin: New Account Large,23
Beaches-East York (19),2022,Residential: Recycle Bin: New Account Medium,10
Beaches-East York (19),2022,Residential: Recycle Bin: New Account Small,3
Beaches-East York (19),2022,Residential:Recycle Bin:Exchange to Extra Large,122
Beaches-East York (19),2022,Restoration Related,10
Beaches-East York (19),2022,Retaining Wall - Damage / Repair,7
Beaches-East York (19),2022,Road - Cleaning/Debris,269
Beaches-East York (19),2022,Road - Damaged,276
Beaches-East York (19),2022,Road - Graffiti Complaint,6
Beaches-East York (19),2022,Road - Gravel Roads/Construction,3
Beaches-East York (19),2022,Road - Plough Damage,8
Beaches-East York (19),2022,Road - Pot hole,680
Beaches-East York (19),2022,Road - Sanding / Salting Required,59
Beaches-East York (19),2022,Road - Sinking,168
Beaches-East York (19),2022,Road Design,2
Beaches-East York (19),2022,Road Ploughing Required,336
Beaches-East York (19),2022,Road Water Ponding,18
Beaches-East York (19),2022,Road-Winter Request/ Complaint,219
Beaches-East York (19),2022,Roadside - Plough Damage,10
Beaches-East York (19),2022,Roadside Utility Cut - Settlement,17
Beaches-East York (19),2022,Roadway Utility Cut - Settlement,34
Beaches-East York (19),2022,Rooming House,3
Beaches-East York (19),2022,Salting-Winter (WSL/HYDT/VALVE/Watermain Break Locations etc.),4
Beaches-East York (19),2022,School Bus Loading Zone,1
Beaches-East York (19),2022,School Crossing Guard - No Show,1
Beaches-East York (19),2022,Service - Protective Custody,4
Beaches-East York (19),2022,Services - Protective Custody,19
Beaches-East York (19),2022,Sewer Odour,51
Beaches-East York (19),2022,Sewer Service Line-Blocked,598
Beaches-East York (19),2022,Sewer Service Line-Cleanout Repair,27
Beaches-East York (19),2022,Sewer main-Backup,12
Beaches-East York (19),2022,Shoulder - Maintenance,3
Beaches-East York (19),2022,Sidewalk - Cleaning,66
Beaches-East York (19),2022,Sidewalk - Damaged / Concrete,149
Beaches-East York (19),2022,Sidewalk - Damaged /Brick/Interlock,9
Beaches-East York (19),2022,Sidewalk - Graffiti Complaint,26
Beaches-East York (19),2022,Sidewalk - Paraplegic Ramps,1
Beaches-East York (19),2022,Sidewalk - Seniors Snow Clearing,31
Beaches-East York (19),2022,Sidewalk - Snow Clearing,264
Beaches-East York (19),2022,Sidewalk Icy|| Needs Sand/Salt,104
Beaches-East York (19),2022,Sidewalk-Water Ponding,1
Beaches-East York (19),2022,Sight Line Obstruction,23
Beaches-East York (19),2022,Signal Timing Review/Vehicle Delays,19
Beaches-East York (19),2022,Signs,22
Beaches-East York (19),2022,Sink Hole,12
Beaches-East York (19),2022,Snow Removal - General,148
Beaches-East York (19),2022,Snow Removal - School Zone,17
Beaches-East York (19),2022,Snow Removal - Sightline Problem,42
Beaches-East York (19),2022,Speed Bumps in Laneway,3
Beaches-East York (19),2022,Speed Watch Programme,8
Beaches-East York (19),2022,Speeding,1
Beaches-East York (19),2022,Spills/Cleanup/Collections Curb Day,24
Beaches-East York (19),2022,Spills/Cleanup/Collections FEL,1
Beaches-East York (19),2022,Spills/Cleanup/Litter Operations,1
Beaches-East York (19),2022,Spills/Cleanup/PRM,2
Beaches-East York (19),2022,Staff Conduct/Collections Curb Day,156
Beaches-East York (19),2022,Staff Conduct/Collections FEL,10
Beaches-East York (19),2022,Staff Conduct/Collections Nights,2
Beaches-East York (19),2022,Staff Conduct/Litter Operations,1
Beaches-East York (19),2022,Staff Conduct/Non-Collections,2
Beaches-East York (19),2022,Stationary Source Noise,22
